Age,Income,NumPurchases,Calls,Churn
26,664,37,4,1
23,623,99,2,1
18,793,90,6,1
41,748,43,8,0
35,153,93,4,0
60,15,64,13,1
43,984,98,8,0
56,537,42,9,0
37,984,68,8,0
26,716,66,11,0
64,354,45,2,0
18,306,41,8,0
50,955,94,6,1
25,610,84,1,0
20,202,86,13,0
51,72,62,7,0
50,892,39,13,0
56,939,63,4,0
41,635,61,4,0
28,99,55,12,0
56,649,5,6,0
60,467,6,6,0
28,61,65,4,0
55,909,75,11,0
54,503,74,6,1
44,909,37,7,1
36,594,75,13,1
28,698,80,4,0
33,359,50,4,1
47,693,11,8,1
31,225,93,14,0
41,405,65,1,0
61,626,82,13,1
50,738,6,2,1
25,693,9,3,0
51,279,46,12,0
43,145,93,8,0
21,873,58,1,0
19,748,83,5,1
33,549,34,1,0
22,712,16,10,0
47,85,29,8,1
39,90,25,1,0
39,685,47,2,0
26,527,56,3,0
57,712,73,8,0
19,686,93,5,0
64,61,46,14,0
18,220,72,2,0
29,800,97,9,0
27,589,65,1,0
23,635,22,12,0
20,281,86,2,0
48,197,33,9,0
36,900,70,13,0
59,7,92,5,0
18,653,48,7,1
21,983,48,6,0
54,367,0,8,0
20,787,88,10,1
61,448,17,1,0
29,513,31,14,0
39,142,42,13,0
59,576,64,3,1
59,197,87,8,1
59,636,87,7,1
52,497,69,6,0
29,978,86,3,1
47,394,99,7,0
37,275,23,4,1
47,345,87,13,1
24,267,10,8,0
36,610,77,2,1
31,630,64,10,0
29,896,6,3,0
59,488,75,6,0
46,189,34,5,1
56,881,43,12,0
34,518,2,10,0
19,710,10,12,0
37,381,2,4,0
30,229,93,11,1
57,91,92,13,1
52,504,30,2,0
55,937,68,14,0
43,215,58,12,1
19,79,3,2,0
31,691,51,3,0
47,575,46,1,1
24,1,81,9,1
36,22,83,3,1
60,419,55,9,0
50,39,22,7,0
23,858,16,14,0
25,473,81,10,0
41,18,74,1,0
23,680,10,1,0
21,368,82,5,1
21,469,20,10,0
51,719,91,9,0
18,150,16,3,0
35,586,21,9,0
27,352,15,5,0
29,72,52,1,0
48,307,29,2,0
46,242,67,12,0
34,570,21,12,0
28,43,82,9,0
50,540,62,3,0
24,863,18,9,0
49,522,12,13,0
59,441,69,1,0
55,95,60,13,0
54,772,36,11,0
25,151,88,7,0
52,180,20,3,1
21,183,65,13,0
47,198,87,5,0
42,207,51,7,0
33,737,33,7,0
46,867,91,11,0
43,973,30,9,0
52,250,60,8,1
35,504,6,10,1
38,500,22,6,0
27,490,80,4,0
22,233,68,7,0
37,990,35,1,0
38,309,63,10,0
44,118,16,14,0
62,486,64,13,0
25,136,9,7,0
54,221,2,13,0
46,175,31,5,1
62,43,68,9,0
64,107,13,10,0
23,767,27,14,0
60,824,7,2,0
55,388,66,9,0
57,977,52,8,0
46,937,34,8,0
42,471,40,6,0
47,330,86,14,1
46,783,61,5,0
18,911,59,6,0
21,332,60,14,0
56,90,16,9,1
52,551,60,7,1
19,934,34,3,1
29,352,23,4,1
63,85,78,10,0
58,627,71,3,0
36,754,53,14,0
55,87,6,5,1
50,897,29,11,0
55,980,86,2,0
56,219,69,3,0
50,29,4,14,0
29,348,55,1,0
43,834,49,10,1
53,408,21,3,1
23,522,45,1,0
58,116,50,7,0
64,676,92,13,0
61,529,21,12,0
30,222,60,7,0
59,261,8,11,0
58,52,33,2,1
41,62,60,8,1
50,462,66,3,0
43,189,22,10,0
56,576,88,11,0
42,911,41,6,1
55,744,5,10,0
51,304,27,3,0
56,981,35,13,0
22,938,59,14,0
51,282,79,10,0
61,752,1,14,1
62,692,79,12,0
37,500,55,4,0
36,845,12,9,1
41,541,3,2,0
34,496,3,11,0
35,810,45,5,0
57,558,73,1,0
20,102,36,6,0
63,268,48,6,0
22,865,86,7,1
36,811,95,1,0
40,265,65,12,0
18,233,2,6,0
33,748,56,5,0
59,310,78,12,1
42,323,98,14,1
29,401,28,6,1
49,854,51,2,0
23,642,16,9,0
41,703,76,10,0
61,274,73,10,1
55,329,11,12,0
47,194,17,9,0
18,135,32,3,1
23,436,4,2,0
47,83,26,13,0
34,572,64,6,0
41,571,1,10,0
30,372,2,8,0
33,735,17,7,1
36,312,34,8,1
64,479,73,4,0
30,190,3,11,1
18,888,6,13,0
29,545,85,9,0
30,358,63,13,1
18,399,14,6,1
39,364,48,13,1
44,462,1,6,1
46,757,75,5,1
64,714,17,13,1
39,178,17,3,0
62,379,72,9,0
49,127,87,1,1
34,485,36,8,0
37,447,19,12,0
37,240,80,4,1
44,364,1,9,0
43,378,15,14,0
19,913,94,13,0
30,1,41,3,0
29,26,28,12,0
56,974,98,13,1
38,589,99,9,0
32,969,6,8,0
35,760,96,8,0
44,261,49,6,0
57,330,43,6,0
59,938,90,10,0
19,833,64,2,0
58,401,5,13,1
32,485,86,14,0
60,853,14,13,0
62,885,45,8,1
49,634,52,8,0
40,28,90,5,0
33,549,95,3,1
59,576,33,3,0
48,429,43,4,1
42,256,47,2,0
29,240,20,1,0
23,929,23,6,0
23,107,37,1,0
52,39,85,12,0
19,740,0,4,0
36,760,66,13,0
27,664,25,2,0
28,880,45,14,0
50,200,54,6,0
56,150,14,10,0
54,222,35,10,1
22,86,59,12,0
24,50,36,1,1
52,679,31,13,0
30,370,29,3,1
21,325,33,11,1
32,566,85,2,0
24,759,53,5,0
45,597,34,7,0
47,870,58,13,0
27,300,91,9,1
51,813,7,4,0
37,956,94,14,0
31,15,12,6,0
31,115,12,6,1
18,612,59,10,1
37,549,52,2,0
53,564,71,13,0
54,39,33,10,0
53,3,46,11,0
18,440,40,5,0
22,603,47,12,0
35,431,88,10,0
50,18,88,12,0
54,897,94,8,0
34,961,68,6,1
33,152,69,13,0
62,804,28,6,0
37,113,93,1,0
37,329,96,3,0
42,923,5,6,0
36,929,31,5,1
22,418,65,13,0
62,592,31,6,1
41,5,35,14,0
46,674,34,8,0
34,103,0,5,0
33,821,91,12,0
29,895,69,12,0
64,916,83,4,1
48,306,67,14,1
54,523,90,7,0
55,490,35,3,0
59,168,79,10,0
18,743,24,1,1
44,355,29,10,0
26,614,53,8,0
25,236,65,2,0
62,533,52,8,0
20,63,51,9,0
34,920,61,5,0
19,281,11,7,1
44,601,81,6,0
27,444,62,3,0
41,850,39,13,0
39,830,94,7,1
64,628,82,2,1
37,283,6,3,1
60,115,92,1,0
36,371,74,4,1
22,315,98,14,0
43,653,15,4,1
43,317,4,10,1
36,698,33,13,0
35,867,93,5,0
50,632,58,14,1
48,81,61,3,1
41,237,33,13,0
36,498,76,14,1
60,318,88,12,0
27,461,18,14,1
34,374,73,5,0
53,114,62,1,0
43,829,54,5,1
41,761,64,7,1
33,687,53,11,0
18,380,23,10,0
38,266,69,4,0
29,397,76,5,1
39,743,57,14,1
25,83,0,8,0
19,373,82,12,0
31,936,78,3,1
44,273,38,13,1
34,38,6,14,0
52,964,50,11,1
30,974,26,12,0
57,554,77,9,0
48,45,52,14,0
30,999,0,7,1
22,28,63,6,0
57,332,14,12,0
42,7,73,2,0
59,414,59,5,0
46,358,6,12,1
64,43,14,11,0
36,978,33,10,0
36,634,70,13,0
58,315,19,8,1
43,24,75,11,1
28,107,24,3,0
62,951,63,1,1
45,452,61,8,0
24,802,98,12,1
54,134,64,10,0
34,233,3,4,0
63,450,24,5,0
39,151,78,2,0
58,172,12,10,0
54,195,5,13,0
35,460,58,13,1
59,890,17,2,1
19,126,78,14,0
25,860,51,13,0
27,832,60,13,0
64,317,95,11,0
59,160,96,6,0
56,737,10,7,0
39,260,81,8,0
57,21,31,2,0
44,677,35,10,0
47,444,86,13,1
62,691,84,6,1
56,444,69,6,0
41,231,63,12,0
45,593,80,13,0
31,866,79,12,0
25,216,86,11,1
50,376,75,11,0
53,119,89,12,1
46,184,85,5,1
19,779,23,1,0
25,620,6,10,1
49,15,5,10,1
52,947,78,6,0
61,654,26,12,1
32,967,96,8,0
59,364,49,8,0
46,242,3,14,0
24,353,36,3,0
54,229,14,5,0
56,317,46,6,0
52,779,88,1,0
52,266,93,14,0
55,901,13,9,0
32,733,94,14,0
45,137,62,6,1
37,575,71,9,1
45,165,3,3,0
62,853,16,2,0
39,720,31,11,1
27,466,58,5,0
47,758,8,12,0
37,212,72,6,1
43,64,40,12,1
49,869,61,9,1
40,71,35,6,1
35,148,45,9,1
29,221,99,14,0
61,918,34,7,0
52,654,14,13,0
32,605,15,7,0
46,316,14,5,0
24,205,18,14,0
20,505,52,10,0
45,294,72,1,0
38,965,89,10,0
64,401,71,12,0
58,796,75,5,0
50,126,75,5,0
33,26,95,9,0
45,877,38,7,0
54,247,78,1,1
32,355,78,9,0
18,82,38,1,1
53,741,92,11,0
42,715,88,2,0
30,521,59,9,1
31,948,68,6,0
18,617,59,5,0
47,482,85,1,0
50,4,33,5,0
37,162,47,10,0
44,682,95,1,0
34,545,36,13,0
53,743,6,4,0
39,54,73,8,1
55,91,8,2,0
22,538,41,9,0
52,311,3,10,0
36,151,53,14,0
60,838,70,5,1
62,994,6,6,1
32,862,48,5,0
21,43,50,2,0
19,452,18,5,0
59,264,88,9,0
53,349,0,13,0
48,827,5,6,0
57,688,52,5,0
59,419,76,8,0
21,229,86,3,0
35,203,99,2,0
44,362,23,14,0
51,999,25,3,1
48,153,58,3,0
62,266,54,14,0
21,29,92,7,1
52,542,44,10,0
33,586,93,9,0
25,424,62,13,0
23,310,70,14,0
44,697,12,11,0
26,971,9,14,0
20,941,23,2,1
42,984,35,1,0
26,148,80,1,0
45,395,19,13,1
21,412,4,6,0
28,935,80,8,0
58,867,61,8,1
49,868,14,5,0
48,910,5,1,0
47,320,4,1,0
34,911,75,7,0
52,787,63,7,0
46,917,85,11,0
37,461,48,8,0
39,315,37,2,1
22,984,20,9,0
46,228,7,14,0
42,615,23,9,0
48,364,30,1,0
58,949,86,1,0
25,573,38,14,0
61,139,35,2,0
34,231,45,4,1
33,899,74,8,0
31,849,31,4,0
28,256,80,9,1
27,328,25,5,1
44,25,17,13,0
29,179,51,3,0
28,412,91,4,0
36,61,24,1,0
31,705,11,11,0
20,314,39,4,0
64,378,95,10,0
28,956,1,11,0
58,511,41,11,0
20,442,18,10,0
24,101,15,6,0
51,441,54,10,0
27,17,98,8,1
18,751,2,14,0
23,619,58,1,0
59,460,80,6,0
52,878,43,6,1
43,661,48,6,1
50,169,5,13,0
57,615,70,2,0
54,414,78,12,0
42,640,68,1,0
45,506,15,7,0
59,425,51,9,0
27,103,20,4,0
18,403,92,7,0
41,636,54,11,0
54,208,76,14,0
46,618,82,8,1
47,228,80,5,0
38,730,8,4,1
62,135,7,2,0
51,415,72,3,0
20,243,42,13,0
50,925,43,14,0
27,921,21,3,0
51,138,18,10,0
49,601,57,5,0
27,590,90,10,0
48,383,17,1,0
64,333,41,6,1
55,287,18,10,0
58,268,61,10,1
53,568,98,2,0
55,716,69,8,1
44,769,19,12,0
26,601,43,6,1
52,283,99,12,1
39,468,43,8,0
37,420,88,14,0
42,428,63,6,0
24,441,84,3,0
19,565,28,9,0
46,698,57,12,1
59,591,13,12,0
44,69,8,3,0
37,327,66,13,0
55,517,77,6,0
39,370,8,6,1
53,264,97,2,0
50,421,63,8,0
61,211,20,1,0
22,472,44,13,0
25,338,57,8,0
48,881,82,2,1
32,998,89,4,1
57,437,16,13,0
25,417,54,7,0
43,461,28,4,0
38,334,3,2,0
48,838,50,6,1
59,125,15,10,0
55,95,99,13,0
46,961,77,7,1
28,13,49,11,1
34,2,5,12,0
32,67,33,2,0
44,501,3,11,0
32,776,77,4,0
22,675,77,7,1
57,682,18,14,0
24,751,57,1,1
61,837,85,9,1
57,168,83,8,0
47,92,18,6,0
23,555,35,14,0
50,424,95,6,0
59,329,17,7,0
44,265,46,8,0
59,851,39,2,0
56,542,2,9,1
21,52,10,14,0
44,679,35,2,1
19,726,96,6,0
39,829,77,7,0
21,994,71,6,1
29,494,77,4,0
56,590,27,12,0
39,51,47,2,0
56,373,21,11,0
32,619,71,5,0
41,538,10,1,1
19,542,67,4,1
37,128,87,10,0
40,446,50,11,0
26,85,83,10,1
19,26,58,14,0
32,434,79,10,0
48,832,21,13,0
29,440,89,11,0
32,825,47,4,1
48,883,61,4,0
42,570,3,12,0
34,847,10,4,0
37,182,56,3,0
37,409,11,2,1
62,940,40,3,0
63,174,74,1,1
64,386,20,3,0
61,567,35,4,0
38,473,2,7,0
44,533,82,7,0
52,693,9,12,0
25,888,71,1,0
23,395,43,3,0
47,278,28,12,0
46,338,85,9,1
55,114,66,2,0
45,339,19,13,1
51,868,11,3,1
45,45,90,5,0
57,426,16,7,0
32,559,20,13,0
38,202,18,2,0
41,402,87,2,0
39,626,22,13,0
26,310,67,6,0
19,520,65,12,0
19,829,63,5,1
34,427,96,1,1
32,865,97,3,0
19,251,76,10,0
52,912,68,3,1
31,69,32,2,0
18,833,8,9,0
46,817,14,8,1
48,225,44,14,1
21,154,44,8,1
31,133,23,13,1
45,143,7,6,0
18,812,17,6,0
55,152,92,3,0
25,661,40,11,0
27,428,76,11,0
18,835,11,5,0
29,283,4,9,1
62,17,61,4,0
33,204,32,11,0
40,362,78,7,1
38,4,29,7,0
22,249,48,11,0
53,677,74,9,1
52,604,54,3,1
41,563,15,3,1
34,257,7,1,0
28,639,54,8,1
30,605,92,1,0
63,335,64,13,1
18,775,0,8,0
59,814,92,11,0
59,311,91,13,0
19,65,3,9,1
31,428,43,3,1
18,226,92,8,1
48,726,67,7,0
40,546,2,10,0
34,79,28,12,0
59,703,24,11,0
44,439,17,13,0
44,554,76,1,1
50,246,22,3,0
47,169,70,11,0
22,705,82,5,1
53,102,28,14,1
41,561,54,8,0
18,481,70,5,1
54,698,88,1,0
34,658,29,5,0
51,731,85,11,0
53,859,39,6,0
52,967,17,5,1
24,633,22,12,0
57,394,53,5,1
25,80,15,14,1
26,653,55,7,0
20,524,94,10,0
43,142,90,1,0
21,581,46,5,1
20,48,12,4,0
28,589,77,12,1
52,596,88,13,0
30,651,10,8,0
19,110,89,2,0
18,58,38,10,1
38,374,5,3,0
45,357,56,12,0
32,727,78,4,1
48,484,52,8,0
24,201,96,10,1
33,350,95,1,1
23,505,73,14,0
41,960,38,10,0
18,939,41,10,0
41,645,0,9,0
33,62,7,10,1
25,474,45,6,1
44,997,93,5,0
61,490,1,7,1
41,559,45,4,1
56,375,82,6,0
41,352,95,12,1
22,223,9,2,0
55,339,57,13,1
31,298,40,14,0
18,567,29,13,0
28,664,72,9,0
61,544,49,1,0
22,734,90,6,0
48,767,19,7,0
44,718,42,4,0
62,907,26,5,0
40,194,24,13,0
46,383,48,13,0
22,11,82,8,1
22,240,36,3,0
59,500,6,6,0
21,911,20,10,0
38,772,2,13,0
34,456,57,13,0
55,597,18,9,0
24,332,39,9,0
50,706,78,8,1
34,18,11,12,0
57,714,12,8,0
55,440,63,7,0
30,640,5,5,0
21,81,5,6,0
47,121,18,9,1
58,716,91,2,0
59,464,3,6,0
41,836,95,11,1
51,726,15,9,1
23,156,86,6,0
53,163,65,14,0
64,480,40,11,0
55,312,66,11,1
19,642,54,2,0
35,868,25,14,1
29,81,27,8,0
24,350,5,2,0
37,710,96,13,0
40,962,2,13,1
51,406,2,1,0
49,355,54,14,0
51,545,19,1,0
45,513,24,3,0
47,321,54,14,1
32,789,22,9,1
51,375,37,6,0
62,149,16,1,1
44,284,16,12,1
39,640,7,4,0
41,820,65,10,0
59,415,39,6,0
50,796,73,8,1
52,516,6,11,0
45,194,50,11,0
39,82,92,13,0
49,2,3,3,1
41,205,7,9,0
44,378,17,8,0
29,189,13,4,0
26,82,89,3,0
44,839,20,10,0
60,842,82,14,0
47,554,67,10,0
57,758,81,12,1
53,604,24,2,0
49,713,6,14,0
48,597,22,10,0
33,67,77,9,0
46,884,90,9,1
38,797,2,1,0
53,930,84,14,0
52,914,25,6,1
44,169,2,14,0
51,949,43,2,1
59,331,27,4,0
48,922,7,7,0
18,339,85,6,0
64,872,62,10,0
28,315,73,6,0
42,128,11,10,0
58,349,77,5,1
39,433,16,11,0
19,84,90,1,0
27,757,73,9,0
33,965,17,4,0
45,539,13,10,0
52,798,14,1,0
52,53,74,8,0
52,258,3,8,0
21,416,31,7,1
55,281,7,8,0
45,923,85,8,0
19,893,86,8,0
43,60,29,10,0
25,107,66,3,0
20,639,22,13,0
54,690,54,5,1
63,85,81,9,1
30,709,75,8,0
54,226,63,2,0
25,355,84,14,0
61,106,5,2,0
55,931,1,11,0
18,440,10,12,0
52,812,14,12,1
44,270,48,10,0
53,497,3,4,0
41,283,89,8,1
19,253,34,10,1
49,773,7,2,0
58,203,22,11,0
29,913,96,10,0
38,874,39,14,0
58,500,42,10,1
46,830,40,9,0
35,284,29,2,0
51,730,25,2,0
60,253,14,13,1
60,247,31,6,0
51,933,32,2,1
29,23,77,1,0
38,971,13,4,0
31,637,8,9,0
52,631,79,10,0
38,532,64,12,0
58,501,90,2,0
44,662,21,9,0
52,737,40,7,0
21,723,87,8,0
53,513,18,1,0
26,414,18,6,1
23,918,30,8,1
24,417,92,5,0
29,728,77,3,0
18,21,26,6,1
61,612,39,6,1
44,908,85,9,0
30,182,69,13,0
24,420,38,7,0
58,458,84,11,1
19,466,99,8,0
52,104,30,13,0
45,338,44,6,1
40,105,81,13,1
59,946,14,5,0
22,50,25,6,1
35,712,18,13,0
38,29,70,8,0
35,388,43,5,0
29,992,99,2,0
18,881,55,3,1
62,51,33,11,0
50,315,87,10,0
56,879,44,13,1
47,393,92,11,1
50,486,20,4,0
22,651,49,7,0
19,66,12,2,0
51,554,22,14,0
42,39,28,10,1
40,297,94,8,1
55,593,12,11,1
37,251,64,5,1
38,208,11,4,0
29,770,13,7,1
59,778,92,10,0
40,988,9,12,1
37,712,94,1,0
18,372,73,14,1
23,792,33,14,0
20,372,63,7,1
18,11,48,2,0
51,333,52,9,0
31,338,19,1,1
48,5,2,1,0
39,363,79,9,0
32,799,17,2,0
61,226,13,7,0
52,202,93,5,0
49,648,24,11,0
25,930,27,9,0
60,510,13,12,1
52,714,31,5,0
33,630,92,1,0
52,76,30,10,0
41,193,72,13,0
22,542,22,12,0
46,276,84,14,1
43,241,80,13,1
45,752,42,4,0
19,860,19,14,0
26,900,53,8,0
45,791,40,5,1
44,327,2,6,0
37,779,8,8,1
47,446,76,4,1
37,530,80,9,0
58,690,85,8,0
54,322,11,7,0
37,365,32,6,0
58,913,83,7,0
21,139,24,10,1
60,855,30,9,0
37,895,62,4,0
61,632,55,1,0
59,32,34,8,0
59,863,86,11,0
51,413,49,4,1
59,210,41,11,1
27,124,66,4,0
50,223,43,14,1
58,870,58,6,0
42,959,12,9,0
25,889,23,2,0
27,203,91,12,0
64,852,3,4,0
57,200,10,7,0
34,778,26,3,0
52,702,15,11,0
18,444,35,9,0
50,397,76,13,0
63,563,76,12,1
40,447,48,2,0
62,722,46,1,0
28,7,46,3,1
45,762,58,5,0
31,445,17,12,0
61,609,60,3,0
29,818,7,13,1
55,209,92,3,0
21,431,81,6,0
54,79,86,2,0
56,189,7,13,0
50,1,73,3,0
32,830,75,8,0
19,368,64,13,0
40,599,98,6,0
52,552,68,2,0
60,684,19,9,1
56,926,70,3,1
50,326,95,13,0
51,985,76,2,1
63,123,82,9,0
56,474,1,2,1
42,596,70,11,1
43,604,36,1,0
64,854,2,6,0
35,836,18,12,0
18,620,88,3,0
41,214,27,14,1
44,659,21,4,0
31,623,8,12,0
49,391,51,11,1
46,682,39,11,1
46,219,99,1,1
49,10,93,8,0
27,311,4,6,0
52,788,33,7,0
46,0,74,6,0
55,152,2,11,0
31,901,58,2,0
33,56,76,2,1
32,698,92,12,1
62,765,62,9,0
33,278,73,13,1
29,826,84,12,1
30,841,18,11,1
50,64,79,11,0
59,362,38,10,1
55,985,80,6,0
18,846,2,3,1
34,659,21,4,0
39,753,70,7,0
23,681,39,4,0
51,750,52,2,1
55,832,34,8,0
54,602,0,11,1
63,652,63,12,0
45,586,67,4,0
59,506,58,2,0
37,112,63,10,1
41,714,40,4,0
40,778,78,2,0
61,473,2,4,0
36,620,41,8,0
42,655,94,1,0
19,97,70,9,1
34,104,34,8,1
53,364,70,7,0
27,462,28,8,0
21,543,87,11,0
47,259,97,5,0
30,920,37,7,0
22,701,0,9,0
55,553,68,11,1
27,346,83,5,0
31,946,38,1,1
47,500,42,9,0
49,634,15,11,0
37,352,65,3,0
35,369,31,10,0
62,118,37,2,0
52,222,40,10,0
31,119,40,7,1
60,285,50,3,0
51,594,35,5,0
60,492,53,13,0
31,780,96,4,0
20,757,49,4,0
30,22,81,8,1
32,607,59,10,1
41,407,49,8,0
48,511,59,4,0
22,754,32,1,0
47,493,52,14,1
37,697,58,14,0
38,951,96,5,1
27,865,63,12,0
61,856,82,13,0
42,93,6,9,1
53,541,90,9,0
36,666,29,9,1
23,112,48,8,0
18,771,58,6,0
36,745,52,13,0
22,843,80,13,0
39,650,58,13,1
64,567,48,4,1
22,35,96,4,1
64,275,88,10,0
40,804,48,8,0
55,464,0,13,0
40,550,12,5,0
28,560,87,8,0
60,273,4,3,0
24,258,89,1,0
63,435,29,9,0
48,136,69,2,0
33,949,15,9,0
44,966,65,9,0
46,47,95,9,0
48,492,57,3,0
45,904,98,6,0
29,488,93,10,1
22,97,25,6,0
34,823,21,14,0
21,597,55,10,0
19,514,4,3,0
20,369,42,10,0
36,666,91,9,0
48,199,64,2,0
44,559,4,5,1
56,130,54,10,0
62,202,71,4,1
35,234,16,10,0
39,33,40,6,0
59,725,80,7,0
36,794,54,5,0
61,831,5,5,1
64,806,49,7,0
42,35,7,6,0
34,594,27,12,0
39,415,22,10,0
42,368,25,14,0
29,9,29,9,0
25,290,87,14,0
48,207,68,4,1
49,903,38,11,0
20,390,98,6,0
20,582,26,7,0
55,400,60,11,0
49,857,40,8,1
27,81,77,1,0
20,41,45,6,1
56,170,72,10,0
64,523,77,3,1
40,740,3,7,0
26,281,64,3,0
56,792,32,3,1
61,886,51,1,1
28,791,55,3,0
33,506,76,6,1
22,520,39,2,0
54,127,32,14,0
51,494,1,6,0
43,649,7,10,0
58,35,16,10,0
60,575,60,12,0
26,996,25,9,0
28,901,67,12,1
52,637,23,8,0
53,479,52,2,0
63,731,0,9,1
40,722,21,13,0
59,986,69,3,1
40,814,92,14,0
62,961,87,6,1
62,641,69,2,0
37,546,20,14,0
47,791,98,4,0
29,493,61,4,0
55,265,53,4,0
18,291,64,10,1
28,965,11,7,0
64,639,20,12,0
56,250,21,13,0
18,956,35,1,0
40,669,50,8,1
35,710,93,3,1
23,422,22,12,0
52,885,72,13,1
36,269,62,7,0
55,690,9,11,1
45,601,20,5,0
48,35,41,2,0
26,660,30,3,0
21,169,50,11,1
27,414,3,2,0
55,324,31,5,1
20,385,68,2,1
26,22,45,10,0
56,524,71,3,0
30,162,13,6,0
43,32,46,3,0
28,659,50,10,1
40,173,88,8,0
54,300,31,14,1
52,549,16,8,1
29,238,33,7,1
43,632,93,13,0
45,176,77,7,1
39,447,13,8,0
62,724,74,9,1
35,16,71,1,0
64,598,10,7,0
25,666,37,3,0
22,908,20,7,0
22,113,74,6,0
35,464,55,1,0
25,19,94,5,0
47,784,76,1,0
18,353,96,14,0
29,129,61,7,1
29,274,54,6,0
18,431,92,9,0
55,905,21,13,0
18,689,96,12,0
34,439,54,7,0
30,843,35,3,0
25,877,45,9,0
48,864,52,5,0
32,947,21,8,1
52,419,7,9,0
57,525,76,2,1
56,91,88,8,0
58,567,36,8,0
53,663,55,10,0
60,528,57,2,0
45,359,99,7,1
57,129,22,5,0
29,241,85,1,0
61,411,93,9,0
37,571,52,3,0
39,962,56,4,0
24,219,8,4,0
56,732,90,12,1
58,803,4,1,0
53,269,70,4,0
57,915,20,7,0
55,387,96,8,1
45,362,90,2,0
39,927,5,8,1
26,314,67,4,0
22,816,58,5,1
45,286,44,3,0
31,679,33,11,0
37,297,84,8,0
62,391,49,2,1
37,419,67,12,0
27,732,64,13,0
60,12,0,7,1
33,723,62,7,1
21,821,72,2,1
43,661,57,1,0
51,255,27,7,0
42,278,9,11,1
28,99,13,13,1
19,17,85,7,0
25,501,24,1,0
48,480,57,7,0
59,620,1,12,1
49,1,93,9,0
30,102,45,5,0
53,533,76,12,1
33,236,70,14,0
57,679,2,9,1
59,634,81,11,0
55,228,42,10,0
61,259,33,12,0
28,895,11,14,0
31,7,74,4,0
30,315,43,2,1
37,204,1,14,1
61,364,77,4,0
23,443,97,13,0
29,271,13,7,1
32,145,79,3,0
19,2,22,8,0
58,935,91,1,0
38,585,67,11,1
37,546,18,8,1
24,691,4,1,1
54,445,39,12,0
30,162,15,12,1
32,721,13,2,0
32,802,63,4,0
22,259,9,13,0
31,664,46,10,1
23,678,76,5,0
50,744,16,2,0
39,128,92,6,0
31,337,23,14,0
56,750,44,10,0
62,200,1,8,0
62,940,80,6,0
41,555,85,6,0
52,12,32,3,0
39,118,38,9,0
18,480,67,8,0
49,470,82,13,0
53,192,47,8,0
31,188,16,12,0
21,21,17,2,0
60,465,11,13,0
34,92,69,2,1
24,778,83,12,1
48,266,2,5,1
28,185,1,1,0
21,291,67,2,0
41,139,38,5,1
40,183,99,10,1
54,237,29,2,1
43,395,12,9,0
33,638,60,13,0
18,677,15,6,0
53,553,59,9,1
47,614,76,11,1
18,540,73,5,0
64,53,89,14,0
62,849,21,1,0
62,35,21,6,0
48,421,66,2,1
44,418,62,12,1
19,231,97,12,1
23,943,85,1,0
34,924,53,4,0
45,32,18,6,1
19,21,20,11,1
38,856,9,13,0
63,138,63,7,1
45,166,28,9,0
33,554,61,8,0
39,303,95,2,0
39,801,91,8,0
30,895,68,6,1
22,68,53,7,0
41,686,98,1,0
23,550,8,4,0
31,78,7,9,1
18,885,97,13,0
57,277,15,4,0
57,176,64,8,0
61,412,1,12,1
62,116,74,9,0
54,526,56,4,1
52,787,37,4,0
41,554,51,7,0
55,810,97,12,0
37,380,94,6,0
22,3,66,3,0
52,58,64,4,1
33,168,83,1,0
43,765,22,1,0
42,157,42,13,0
21,528,23,2,0
40,55,98,9,0
55,806,63,10,1
35,883,54,1,0
42,50,76,4,0
40,392,22,11,0
45,439,96,13,1
50,649,75,6,0
44,15,20,7,0
49,419,29,7,1
21,471,57,13,1
45,432,12,3,1
56,101,20,10,0
58,142,22,14,0
62,226,34,4,1
39,781,33,9,0
59,584,60,1,1
37,413,36,7,0
47,664,73,13,0
55,328,10,9,0
62,577,45,1,0
39,641,60,5,0
55,540,81,4,0
40,804,89,4,0
63,395,85,9,0
34,214,64,5,0
52,14,40,11,0
52,648,11,7,1
45,792,10,11,1
62,940,81,11,0
48,69,42,10,0
35,413,26,11,1
46,334,22,8,0
38,857,76,7,0
34,226,28,12,0
20,77,90,3,0
53,657,20,12,0
35,279,20,7,1
48,645,60,10,0
64,793,83,13,0
60,607,82,8,1
23,417,62,13,0
48,954,83,14,1
58,291,55,6,0
36,470,15,8,0
22,330,49,5,1
25,285,15,5,0
32,67,18,6,1
32,138,35,1,0
26,99,77,12,0
51,111,89,6,0
44,947,45,13,0
62,876,36,12,0
54,683,74,4,0
34,311,14,12,1
55,379,15,13,0
62,610,46,11,1
31,821,37,8,1
19,164,27,7,0
52,566,62,10,0
23,37,27,7,0
35,557,55,3,0
54,909,69,8,0
41,505,28,9,0
27,699,53,8,0
36,697,54,11,0
20,126,25,2,1
30,873,78,6,0
41,376,27,10,0
42,974,45,4,0
50,98,13,13,1
33,252,22,13,0
45,132,60,3,0
35,897,8,1,0
60,730,59,11,0
52,791,63,5,1
43,284,50,7,1
29,534,47,3,0
63,597,89,1,0
36,850,38,13,1
35,462,94,6,0
24,677,87,10,0
35,596,2,9,1
26,151,44,1,0
38,293,10,14,0
44,128,80,12,0
29,258,19,7,1
31,7,22,12,0
28,573,70,3,1
21,556,99,14,1
